timestamp, memory.used [MiB], memory.total [MiB], utilization.gpu [%], temperature.gpu, power.draw [W]
2026/05/11 20:59:10.117, 146 MiB, 16303 MiB, 0 %, 40, 6.02 W
2026/05/11 20:59:15.118, 146 MiB, 16303 MiB, 0 %, 40, 6.01 W
2026/05/11 20:59:20.128, 146 MiB, 16303 MiB, 0 %, 41, 24.44 W
2026/05/11 20:59:25.130, 146 MiB, 16303 MiB, 0 %, 41, 22.42 W
2026/05/11 20:59:30.131, 146 MiB, 16303 MiB, 23 %, 41, 20.08 W
2026/05/11 20:59:35.131, 146 MiB, 16303 MiB, 0 %, 41, 6.08 W
2026/05/11 20:59:40.132, 146 MiB, 16303 MiB, 0 %, 41, 6.06 W
2026/05/11 20:59:45.141, 146 MiB, 16303 MiB, 31 %, 42, 26.61 W
2026/05/11 20:59:50.142, 146 MiB, 16303 MiB, 69 %, 42, 23.27 W
2026/05/11 20:59:55.142, 146 MiB, 16303 MiB, 0 %, 42, 6.43 W
2026/05/11 21:00:00.143, 146 MiB, 16303 MiB, 0 %, 43, 6.04 W
2026/05/11 21:00:05.143, 146 MiB, 16303 MiB, 0 %, 43, 6.04 W
2026/05/11 21:00:10.144, 146 MiB, 16303 MiB, 0 %, 43, 6.10 W
2026/05/11 21:00:15.144, 146 MiB, 16303 MiB, 0 %, 44, 6.18 W
2026/05/11 21:00:20.144, 146 MiB, 16303 MiB, 0 %, 44, 6.11 W
2026/05/11 21:00:25.145, 146 MiB, 16303 MiB, 0 %, 44, 6.20 W
2026/05/11 21:00:30.145, 146 MiB, 16303 MiB, 0 %, 44, 6.15 W
2026/05/11 21:00:35.146, 146 MiB, 16303 MiB, 0 %, 45, 6.16 W
2026/05/11 21:00:40.146, 146 MiB, 16303 MiB, 0 %, 45, 6.16 W
2026/05/11 21:00:45.147, 146 MiB, 16303 MiB, 0 %, 45, 6.21 W
2026/05/11 21:00:50.147, 146 MiB, 16303 MiB, 0 %, 45, 6.23 W
2026/05/11 21:00:55.148, 146 MiB, 16303 MiB, 0 %, 45, 6.25 W
2026/05/11 21:01:00.148, 146 MiB, 16303 MiB, 0 %, 45, 6.22 W
2026/05/11 21:01:05.149, 146 MiB, 16303 MiB, 0 %, 46, 6.22 W
2026/05/11 21:01:10.158, 146 MiB, 16303 MiB, 0 %, 46, 6.39 W
2026/05/11 21:01:15.158, 146 MiB, 16303 MiB, 0 %, 46, 6.28 W
2026/05/11 21:01:20.159, 146 MiB, 16303 MiB, 0 %, 46, 6.28 W
2026/05/11 21:01:25.159, 146 MiB, 16303 MiB, 0 %, 46, 6.32 W
2026/05/11 21:01:30.160, 146 MiB, 16303 MiB, 0 %, 46, 6.36 W
2026/05/11 21:01:35.160, 146 MiB, 16303 MiB, 0 %, 46, 6.39 W
2026/05/11 21:01:40.161, 146 MiB, 16303 MiB, 0 %, 46, 6.37 W
2026/05/11 21:01:45.170, 146 MiB, 16303 MiB, 0 %, 47, 6.34 W
2026/05/11 21:01:50.170, 146 MiB, 16303 MiB, 0 %, 47, 6.41 W
2026/05/11 21:01:55.171, 146 MiB, 16303 MiB, 0 %, 47, 6.42 W
2026/05/11 21:02:00.171, 146 MiB, 16303 MiB, 0 %, 47, 6.40 W
2026/05/11 21:02:05.172, 146 MiB, 16303 MiB, 0 %, 47, 6.42 W
2026/05/11 21:02:10.172, 146 MiB, 16303 MiB, 0 %, 47, 6.43 W
2026/05/11 21:02:15.172, 146 MiB, 16303 MiB, 0 %, 47, 6.42 W
2026/05/11 21:02:20.173, 146 MiB, 16303 MiB, 0 %, 47, 8.77 W
2026/05/11 21:02:25.174, 146 MiB, 16303 MiB, 0 %, 47, 6.51 W
2026/05/11 21:02:30.174, 146 MiB, 16303 MiB, 0 %, 47, 6.41 W
2026/05/11 21:02:35.175, 146 MiB, 16303 MiB, 0 %, 47, 6.41 W
2026/05/11 21:02:40.175, 146 MiB, 16303 MiB, 0 %, 47, 6.43 W
2026/05/11 21:02:45.175, 146 MiB, 16303 MiB, 0 %, 47, 6.42 W
2026/05/11 21:02:50.176, 146 MiB, 16303 MiB, 0 %, 47, 6.42 W
2026/05/11 21:02:55.176, 146 MiB, 16303 MiB, 0 %, 47, 6.41 W
2026/05/11 21:03:00.177, 146 MiB, 16303 MiB, 0 %, 47, 6.44 W
2026/05/11 21:03:05.186, 146 MiB, 16303 MiB, 0 %, 47, 6.43 W
2026/05/11 21:03:10.187, 146 MiB, 16303 MiB, 0 %, 47, 6.47 W
2026/05/11 21:03:15.187, 146 MiB, 16303 MiB, 0 %, 47, 6.43 W
2026/05/11 21:03:20.188, 146 MiB, 16303 MiB, 0 %, 47, 6.44 W
2026/05/11 21:03:25.188, 146 MiB, 16303 MiB, 0 %, 47, 13.90 W
2026/05/11 21:03:30.189, 146 MiB, 16303 MiB, 18 %, 47, 8.93 W
2026/05/11 21:03:35.189, 146 MiB, 16303 MiB, 0 %, 47, 14.18 W
2026/05/11 21:03:40.190, 146 MiB, 16303 MiB, 0 %, 47, 6.42 W
2026/05/11 21:03:45.190, 146 MiB, 16303 MiB, 0 %, 47, 6.43 W
2026/05/11 21:03:50.191, 146 MiB, 16303 MiB, 0 %, 47, 6.40 W
2026/05/11 21:03:55.191, 146 MiB, 16303 MiB, 0 %, 47, 6.47 W
2026/05/11 21:04:00.192, 146 MiB, 16303 MiB, 0 %, 48, 22.74 W
2026/05/11 21:04:05.192, 146 MiB, 16303 MiB, 6 %, 47, 8.76 W
2026/05/11 21:04:10.193, 146 MiB, 16303 MiB, 0 %, 46, 8.72 W
2026/05/11 21:04:15.194, 146 MiB, 16303 MiB, 0 %, 46, 6.64 W
2026/05/11 21:04:20.195, 146 MiB, 16303 MiB, 0 %, 45, 6.63 W
2026/05/11 21:04:25.196, 146 MiB, 16303 MiB, 0 %, 45, 6.56 W
2026/05/11 21:04:30.197, 146 MiB, 16303 MiB, 0 %, 45, 6.64 W
2026/05/11 21:04:35.198, 146 MiB, 16303 MiB, 0 %, 44, 6.55 W
2026/05/11 21:04:40.199, 146 MiB, 16303 MiB, 0 %, 44, 6.59 W
2026/05/11 21:04:45.201, 146 MiB, 16303 MiB, 0 %, 44, 6.49 W
2026/05/11 21:04:50.202, 146 MiB, 16303 MiB, 0 %, 43, 6.40 W
2026/05/11 21:04:55.203, 146 MiB, 16303 MiB, 0 %, 43, 6.38 W
2026/05/11 21:05:00.204, 146 MiB, 16303 MiB, 0 %, 43, 6.37 W
2026/05/11 21:05:05.205, 146 MiB, 16303 MiB, 0 %, 43, 6.40 W
2026/05/11 21:05:10.205, 146 MiB, 16303 MiB, 0 %, 42, 6.30 W
2026/05/11 21:05:15.207, 146 MiB, 16303 MiB, 0 %, 42, 6.39 W
2026/05/11 21:05:20.208, 146 MiB, 16303 MiB, 0 %, 42, 6.28 W
2026/05/11 21:05:25.208, 146 MiB, 16303 MiB, 0 %, 42, 6.38 W
2026/05/11 21:05:30.209, 146 MiB, 16303 MiB, 0 %, 42, 6.31 W
2026/05/11 21:05:35.211, 146 MiB, 16303 MiB, 0 %, 42, 6.26 W
2026/05/11 21:05:40.211, 146 MiB, 16303 MiB, 0 %, 42, 6.26 W
2026/05/11 21:05:45.212, 146 MiB, 16303 MiB, 0 %, 42, 6.28 W
2026/05/11 21:05:50.214, 146 MiB, 16303 MiB, 0 %, 42, 6.25 W
2026/05/11 21:05:55.214, 146 MiB, 16303 MiB, 0 %, 42, 6.26 W
2026/05/11 21:06:00.215, 146 MiB, 16303 MiB, 0 %, 42, 6.28 W
2026/05/11 21:06:05.216, 146 MiB, 16303 MiB, 0 %, 42, 6.26 W
2026/05/11 21:06:10.217, 146 MiB, 16303 MiB, 0 %, 42, 6.27 W
2026/05/11 21:06:15.217, 146 MiB, 16303 MiB, 0 %, 42, 6.23 W
2026/05/11 21:06:20.218, 146 MiB, 16303 MiB, 0 %, 42, 6.28 W
2026/05/11 21:06:25.219, 146 MiB, 16303 MiB, 0 %, 42, 6.27 W
2026/05/11 21:06:30.220, 146 MiB, 16303 MiB, 0 %, 42, 6.25 W
2026/05/11 21:06:35.221, 146 MiB, 16303 MiB, 0 %, 42, 6.23 W
2026/05/11 21:06:40.223, 146 MiB, 16303 MiB, 0 %, 42, 6.27 W
2026/05/11 21:06:45.223, 146 MiB, 16303 MiB, 0 %, 42, 6.26 W
2026/05/11 21:06:50.224, 146 MiB, 16303 MiB, 0 %, 42, 6.28 W
2026/05/11 21:06:55.225, 146 MiB, 16303 MiB, 0 %, 42, 6.29 W
2026/05/11 21:07:00.226, 146 MiB, 16303 MiB, 0 %, 42, 6.24 W
2026/05/11 21:07:05.227, 146 MiB, 16303 MiB, 0 %, 42, 6.24 W
2026/05/11 21:07:10.228, 146 MiB, 16303 MiB, 0 %, 42, 6.24 W
2026/05/11 21:07:15.229, 146 MiB, 16303 MiB, 0 %, 42, 6.26 W
2026/05/11 21:07:20.238, 146 MiB, 16303 MiB, 0 %, 42, 6.20 W
2026/05/11 21:07:25.248, 146 MiB, 16303 MiB, 0 %, 42, 6.20 W
2026/05/11 21:07:30.249, 146 MiB, 16303 MiB, 0 %, 42, 6.25 W
2026/05/11 21:07:35.250, 146 MiB, 16303 MiB, 0 %, 42, 6.20 W
2026/05/11 21:07:40.251, 146 MiB, 16303 MiB, 0 %, 42, 6.24 W
2026/05/11 21:07:45.253, 146 MiB, 16303 MiB, 0 %, 42, 6.23 W
2026/05/11 21:07:50.257, 146 MiB, 16303 MiB, 0 %, 42, 6.23 W
2026/05/11 21:07:55.258, 146 MiB, 16303 MiB, 0 %, 42, 6.23 W
2026/05/11 21:08:00.259, 146 MiB, 16303 MiB, 0 %, 42, 6.23 W
2026/05/11 21:08:05.260, 146 MiB, 16303 MiB, 0 %, 42, 6.18 W
2026/05/11 21:08:10.261, 146 MiB, 16303 MiB, 0 %, 42, 6.25 W
2026/05/11 21:08:15.262, 146 MiB, 16303 MiB, 0 %, 42, 6.26 W
2026/05/11 21:08:20.263, 146 MiB, 16303 MiB, 0 %, 42, 6.25 W
2026/05/11 21:08:25.265, 146 MiB, 16303 MiB, 0 %, 42, 6.22 W
2026/05/11 21:08:30.265, 146 MiB, 16303 MiB, 0 %, 42, 6.23 W
2026/05/11 21:08:35.266, 146 MiB, 16303 MiB, 0 %, 42, 6.24 W
2026/05/11 21:08:40.267, 146 MiB, 16303 MiB, 0 %, 42, 6.24 W
2026/05/11 21:08:45.268, 146 MiB, 16303 MiB, 0 %, 42, 6.26 W
2026/05/11 21:08:50.269, 146 MiB, 16303 MiB, 0 %, 42, 6.21 W
2026/05/11 21:08:55.269, 146 MiB, 16303 MiB, 0 %, 42, 6.26 W
2026/05/11 21:09:00.270, 146 MiB, 16303 MiB, 0 %, 42, 6.24 W
2026/05/11 21:09:05.271, 146 MiB, 16303 MiB, 0 %, 42, 6.24 W
2026/05/11 21:09:10.273, 146 MiB, 16303 MiB, 0 %, 42, 6.20 W
2026/05/11 21:09:15.274, 146 MiB, 16303 MiB, 0 %, 42, 6.22 W
2026/05/11 21:09:20.275, 146 MiB, 16303 MiB, 0 %, 42, 6.21 W
2026/05/11 21:09:25.276, 146 MiB, 16303 MiB, 0 %, 42, 6.24 W
2026/05/11 21:09:30.277, 146 MiB, 16303 MiB, 0 %, 42, 6.23 W
2026/05/11 21:09:35.278, 146 MiB, 16303 MiB, 0 %, 42, 6.24 W
2026/05/11 21:09:40.278, 146 MiB, 16303 MiB, 0 %, 42, 6.26 W
2026/05/11 21:09:45.280, 146 MiB, 16303 MiB, 0 %, 42, 6.27 W
2026/05/11 21:09:50.281, 146 MiB, 16303 MiB, 0 %, 42, 6.26 W
2026/05/11 21:09:55.282, 146 MiB, 16303 MiB, 0 %, 42, 6.19 W
2026/05/11 21:10:00.282, 146 MiB, 16303 MiB, 0 %, 42, 6.26 W
2026/05/11 21:10:05.283, 146 MiB, 16303 MiB, 0 %, 42, 6.26 W
2026/05/11 21:10:10.285, 146 MiB, 16303 MiB, 0 %, 41, 6.24 W
2026/05/11 21:10:15.286, 146 MiB, 16303 MiB, 0 %, 41, 6.19 W
2026/05/11 21:10:20.287, 146 MiB, 16303 MiB, 0 %, 41, 6.24 W
2026/05/11 21:10:25.287, 146 MiB, 16303 MiB, 0 %, 41, 6.24 W
2026/05/11 21:10:30.289, 146 MiB, 16303 MiB, 0 %, 41, 6.24 W
2026/05/11 21:10:35.291, 146 MiB, 16303 MiB, 0 %, 41, 6.26 W
2026/05/11 21:10:40.292, 146 MiB, 16303 MiB, 0 %, 41, 6.20 W
2026/05/11 21:10:45.293, 146 MiB, 16303 MiB, 0 %, 41, 6.25 W
2026/05/11 21:10:50.295, 146 MiB, 16303 MiB, 0 %, 41, 6.24 W
2026/05/11 21:10:55.296, 146 MiB, 16303 MiB, 0 %, 41, 6.24 W
2026/05/11 21:11:00.297, 146 MiB, 16303 MiB, 0 %, 41, 6.21 W
2026/05/11 21:11:05.298, 146 MiB, 16303 MiB, 0 %, 41, 6.22 W
2026/05/11 21:11:10.299, 146 MiB, 16303 MiB, 0 %, 41, 6.25 W
2026/05/11 21:11:15.299, 146 MiB, 16303 MiB, 0 %, 41, 6.24 W
2026/05/11 21:11:20.300, 146 MiB, 16303 MiB, 0 %, 41, 6.22 W
2026/05/11 21:11:25.301, 146 MiB, 16303 MiB, 0 %, 41, 6.20 W
2026/05/11 21:11:30.301, 146 MiB, 16303 MiB, 0 %, 41, 6.24 W
2026/05/11 21:11:35.302, 146 MiB, 16303 MiB, 0 %, 41, 6.24 W
2026/05/11 21:11:40.303, 146 MiB, 16303 MiB, 0 %, 41, 6.21 W
2026/05/11 21:11:45.304, 146 MiB, 16303 MiB, 0 %, 41, 6.21 W
2026/05/11 21:11:50.305, 146 MiB, 16303 MiB, 0 %, 41, 6.26 W
2026/05/11 21:11:55.306, 146 MiB, 16303 MiB, 0 %, 41, 6.24 W
2026/05/11 21:12:00.307, 146 MiB, 16303 MiB, 0 %, 41, 6.23 W
2026/05/11 21:12:05.307, 146 MiB, 16303 MiB, 0 %, 41, 6.21 W
2026/05/11 21:12:10.308, 146 MiB, 16303 MiB, 0 %, 41, 6.22 W
2026/05/11 21:12:15.309, 146 MiB, 16303 MiB, 0 %, 41, 6.23 W
2026/05/11 21:12:20.309, 146 MiB, 16303 MiB, 0 %, 41, 6.24 W
2026/05/11 21:12:25.310, 146 MiB, 16303 MiB, 0 %, 41, 6.15 W
2026/05/11 21:12:30.311, 146 MiB, 16303 MiB, 0 %, 41, 6.23 W
2026/05/11 21:12:35.312, 146 MiB, 16303 MiB, 0 %, 41, 6.21 W
2026/05/11 21:12:40.314, 146 MiB, 16303 MiB, 0 %, 41, 6.25 W
2026/05/11 21:12:45.315, 146 MiB, 16303 MiB, 0 %, 41, 6.23 W
2026/05/11 21:12:50.316, 146 MiB, 16303 MiB, 0 %, 41, 6.21 W
2026/05/11 21:12:55.316, 146 MiB, 16303 MiB, 0 %, 41, 6.20 W
2026/05/11 21:13:00.317, 146 MiB, 16303 MiB, 0 %, 41, 6.21 W
2026/05/11 21:13:05.319, 146 MiB, 16303 MiB, 0 %, 41, 6.23 W
2026/05/11 21:13:10.321, 146 MiB, 16303 MiB, 0 %, 41, 6.16 W
2026/05/11 21:13:15.322, 146 MiB, 16303 MiB, 0 %, 41, 6.20 W
2026/05/11 21:13:20.322, 146 MiB, 16303 MiB, 0 %, 41, 6.23 W
2026/05/11 21:13:25.323, 146 MiB, 16303 MiB, 0 %, 41, 6.25 W
2026/05/11 21:13:30.324, 146 MiB, 16303 MiB, 0 %, 41, 6.24 W
2026/05/11 21:13:35.325, 146 MiB, 16303 MiB, 0 %, 41, 6.22 W
2026/05/11 21:13:40.330, 146 MiB, 16303 MiB, 0 %, 41, 6.20 W
2026/05/11 21:13:45.330, 146 MiB, 16303 MiB, 0 %, 42, 20.95 W
2026/05/11 21:13:50.332, 146 MiB, 16303 MiB, 0 %, 42, 8.48 W
2026/05/11 21:13:55.333, 146 MiB, 16303 MiB, 9 %, 42, 8.73 W
2026/05/11 21:14:00.333, 146 MiB, 16303 MiB, 0 %, 42, 6.25 W
2026/05/11 21:14:05.335, 146 MiB, 16303 MiB, 9 %, 42, 8.73 W
2026/05/11 21:14:10.336, 146 MiB, 16303 MiB, 2 %, 42, 8.52 W
2026/05/11 21:14:15.336, 146 MiB, 16303 MiB, 9 %, 42, 8.99 W
2026/05/11 21:14:20.337, 146 MiB, 16303 MiB, 9 %, 42, 8.57 W
2026/05/11 21:14:25.338, 146 MiB, 16303 MiB, 37 %, 43, 27.96 W
2026/05/11 21:14:30.338, 146 MiB, 16303 MiB, 64 %, 43, 23.10 W
2026/05/11 21:14:35.339, 146 MiB, 16303 MiB, 0 %, 44, 6.11 W
2026/05/11 21:14:40.339, 146 MiB, 16303 MiB, 0 %, 44, 6.14 W
2026/05/11 21:14:45.340, 146 MiB, 16303 MiB, 0 %, 44, 6.19 W
2026/05/11 21:14:50.340, 146 MiB, 16303 MiB, 0 %, 45, 6.28 W
2026/05/11 21:14:55.341, 146 MiB, 16303 MiB, 0 %, 45, 6.21 W
2026/05/11 21:15:00.341, 146 MiB, 16303 MiB, 0 %, 45, 6.27 W
2026/05/11 21:15:05.342, 146 MiB, 16303 MiB, 0 %, 45, 6.30 W
2026/05/11 21:15:10.342, 146 MiB, 16303 MiB, 0 %, 46, 6.31 W
2026/05/11 21:15:15.352, 146 MiB, 16303 MiB, 0 %, 46, 6.33 W
2026/05/11 21:15:20.361, 146 MiB, 16303 MiB, 0 %, 46, 6.28 W
2026/05/11 21:15:25.361, 146 MiB, 16303 MiB, 0 %, 46, 6.34 W
2026/05/11 21:15:30.362, 146 MiB, 16303 MiB, 0 %, 46, 6.40 W
2026/05/11 21:15:35.362, 146 MiB, 16303 MiB, 0 %, 47, 6.38 W
2026/05/11 21:15:40.363, 146 MiB, 16303 MiB, 0 %, 47, 6.55 W
2026/05/11 21:15:45.363, 146 MiB, 16303 MiB, 0 %, 47, 6.41 W
2026/05/11 21:15:50.364, 146 MiB, 16303 MiB, 0 %, 48, 27.21 W
2026/05/11 21:15:55.373, 146 MiB, 16303 MiB, 0 %, 47, 7.75 W
2026/05/11 21:16:00.374, 146 MiB, 16303 MiB, 9 %, 47, 9.13 W
2026/05/11 21:16:05.374, 146 MiB, 16303 MiB, 0 %, 47, 9.27 W
2026/05/11 21:16:10.375, 146 MiB, 16303 MiB, 68 %, 48, 25.58 W
2026/05/11 21:16:15.375, 146 MiB, 16303 MiB, 63 %, 48, 26.42 W
2026/05/11 21:16:20.376, 146 MiB, 16303 MiB, 0 %, 47, 8.20 W
2026/05/11 21:16:25.377, 146 MiB, 16303 MiB, 0 %, 46, 6.71 W
2026/05/11 21:16:30.387, 146 MiB, 16303 MiB, 0 %, 46, 6.68 W
2026/05/11 21:16:35.397, 146 MiB, 16303 MiB, 0 %, 45, 6.54 W
2026/05/11 21:16:40.398, 146 MiB, 16303 MiB, 0 %, 45, 8.59 W
2026/05/11 21:16:45.399, 146 MiB, 16303 MiB, 0 %, 45, 8.66 W
2026/05/11 21:16:50.401, 146 MiB, 16303 MiB, 89 %, 45, 27.52 W
2026/05/11 21:16:55.402, 146 MiB, 16303 MiB, 5 %, 45, 23.08 W
2026/05/11 21:17:00.403, 146 MiB, 16303 MiB, 10 %, 45, 8.98 W
2026/05/11 21:17:05.404, 146 MiB, 16303 MiB, 0 %, 46, 23.08 W
2026/05/11 21:17:10.405, 146 MiB, 16303 MiB, 0 %, 45, 8.53 W
2026/05/11 21:17:15.406, 146 MiB, 16303 MiB, 26 %, 45, 8.88 W
2026/05/11 21:17:20.407, 146 MiB, 16303 MiB, 20 %, 45, 26.07 W
2026/05/11 21:17:25.407, 146 MiB, 16303 MiB, 0 %, 46, 14.41 W
2026/05/11 21:17:30.408, 146 MiB, 16303 MiB, 0 %, 46, 6.27 W
2026/05/11 21:17:35.408, 146 MiB, 16303 MiB, 0 %, 46, 6.31 W
2026/05/11 21:17:40.409, 146 MiB, 16303 MiB, 0 %, 47, 17.55 W
2026/05/11 21:17:45.409, 146 MiB, 16303 MiB, 10 %, 47, 21.76 W
2026/05/11 21:17:50.410, 146 MiB, 16303 MiB, 0 %, 47, 22.31 W
2026/05/11 21:17:55.411, 146 MiB, 16303 MiB, 9 %, 47, 31.69 W
2026/05/11 21:18:00.412, 146 MiB, 16303 MiB, 9 %, 46, 9.19 W
2026/05/11 21:18:05.413, 146 MiB, 16303 MiB, 0 %, 46, 8.60 W
2026/05/11 21:18:10.414, 146 MiB, 16303 MiB, 0 %, 46, 21.29 W
2026/05/11 21:18:15.415, 146 MiB, 16303 MiB, 9 %, 46, 9.18 W
2026/05/11 21:18:20.416, 146 MiB, 16303 MiB, 62 %, 47, 24.10 W
2026/05/11 21:18:25.416, 146 MiB, 16303 MiB, 57 %, 46, 19.39 W
2026/05/11 21:18:30.417, 146 MiB, 16303 MiB, 0 %, 46, 6.35 W
2026/05/11 21:18:35.417, 146 MiB, 16303 MiB, 0 %, 47, 6.38 W
2026/05/11 21:18:40.418, 146 MiB, 16303 MiB, 69 %, 47, 18.91 W
2026/05/11 21:18:45.418, 146 MiB, 16303 MiB, 73 %, 48, 26.40 W
2026/05/11 21:18:50.419, 146 MiB, 16303 MiB, 0 %, 47, 28.15 W
2026/05/11 21:18:55.420, 146 MiB, 16303 MiB, 0 %, 47, 17.41 W
2026/05/11 21:19:00.422, 146 MiB, 16303 MiB, 9 %, 46, 9.50 W
2026/05/11 21:19:05.422, 146 MiB, 16303 MiB, 10 %, 46, 9.39 W
2026/05/11 21:19:10.423, 146 MiB, 16303 MiB, 0 %, 46, 8.73 W
2026/05/11 21:19:15.424, 146 MiB, 16303 MiB, 0 %, 45, 6.73 W
2026/05/11 21:19:20.425, 146 MiB, 16303 MiB, 76 %, 46, 25.27 W
2026/05/11 21:19:25.426, 146 MiB, 16303 MiB, 0 %, 45, 8.51 W
2026/05/11 21:19:30.426, 146 MiB, 16303 MiB, 1 %, 45, 9.28 W
2026/05/11 21:19:35.427, 146 MiB, 16303 MiB, 0 %, 45, 8.63 W
2026/05/11 21:19:40.428, 146 MiB, 16303 MiB, 9 %, 45, 9.03 W
2026/05/11 21:19:45.428, 146 MiB, 16303 MiB, 9 %, 44, 8.91 W
2026/05/11 21:19:50.429, 146 MiB, 16303 MiB, 0 %, 44, 9.19 W
2026/05/11 21:19:55.430, 146 MiB, 16303 MiB, 0 %, 44, 9.19 W
2026/05/11 21:20:00.431, 146 MiB, 16303 MiB, 0 %, 44, 8.40 W
2026/05/11 21:20:05.432, 146 MiB, 16303 MiB, 0 %, 44, 6.89 W
2026/05/11 21:20:10.433, 146 MiB, 16303 MiB, 0 %, 44, 8.26 W
2026/05/11 21:20:15.433, 146 MiB, 16303 MiB, 0 %, 44, 8.03 W
2026/05/11 21:20:20.434, 146 MiB, 16303 MiB, 0 %, 43, 7.98 W
2026/05/11 21:20:25.435, 146 MiB, 16303 MiB, 0 %, 43, 6.39 W
2026/05/11 21:20:30.436, 146 MiB, 16303 MiB, 32 %, 44, 26.54 W
2026/05/11 21:20:35.437, 146 MiB, 16303 MiB, 0 %, 43, 17.92 W
2026/05/11 21:20:40.446, 146 MiB, 16303 MiB, 0 %, 43, 6.27 W
2026/05/11 21:20:45.447, 146 MiB, 16303 MiB, 0 %, 44, 23.96 W
2026/05/11 21:20:50.448, 146 MiB, 16303 MiB, 69 %, 44, 28.30 W
2026/05/11 21:20:55.448, 146 MiB, 16303 MiB, 0 %, 44, 16.83 W
2026/05/11 21:21:00.449, 146 MiB, 16303 MiB, 0 %, 43, 6.25 W
2026/05/11 21:21:05.451, 146 MiB, 16303 MiB, 14 %, 44, 23.94 W
2026/05/11 21:21:10.451, 146 MiB, 16303 MiB, 0 %, 43, 6.27 W
2026/05/11 21:21:15.452, 146 MiB, 16303 MiB, 0 %, 43, 6.24 W
2026/05/11 21:21:20.452, 146 MiB, 16303 MiB, 28 %, 44, 20.43 W
2026/05/11 21:21:25.453, 146 MiB, 16303 MiB, 0 %, 43, 6.26 W
2026/05/11 21:21:30.454, 146 MiB, 16303 MiB, 4 %, 43, 8.85 W
2026/05/11 21:21:35.455, 146 MiB, 16303 MiB, 41 %, 44, 29.04 W
2026/05/11 21:21:40.456, 146 MiB, 16303 MiB, 12 %, 44, 27.61 W
2026/05/11 21:21:45.456, 146 MiB, 16303 MiB, 1 %, 43, 9.07 W
2026/05/11 21:21:50.466, 146 MiB, 16303 MiB, 0 %, 43, 23.96 W
2026/05/11 21:21:55.466, 146 MiB, 16303 MiB, 0 %, 43, 6.33 W
2026/05/11 21:22:00.467, 146 MiB, 16303 MiB, 0 %, 43, 6.38 W
2026/05/11 21:22:05.468, 146 MiB, 16303 MiB, 9 %, 43, 8.93 W
2026/05/11 21:22:10.468, 146 MiB, 16303 MiB, 15 %, 43, 26.27 W
2026/05/11 21:22:15.469, 146 MiB, 16303 MiB, 5 %, 43, 22.48 W
2026/05/11 21:22:20.470, 146 MiB, 16303 MiB, 24 %, 44, 23.97 W
2026/05/11 21:22:25.470, 146 MiB, 16303 MiB, 0 %, 43, 6.16 W
2026/05/11 21:22:30.471, 146 MiB, 16303 MiB, 0 %, 43, 6.17 W
2026/05/11 21:22:35.472, 146 MiB, 16303 MiB, 0 %, 43, 6.19 W
2026/05/11 21:22:40.473, 146 MiB, 16303 MiB, 0 %, 43, 6.25 W
2026/05/11 21:22:45.474, 146 MiB, 16303 MiB, 0 %, 43, 6.17 W
2026/05/11 21:22:50.474, 146 MiB, 16303 MiB, 1 %, 43, 22.48 W
2026/05/11 21:22:55.476, 146 MiB, 16303 MiB, 13 %, 44, 24.82 W
2026/05/11 21:23:00.477, 146 MiB, 16303 MiB, 76 %, 45, 29.20 W
2026/05/11 21:23:05.478, 146 MiB, 16303 MiB, 10 %, 44, 21.64 W
2026/05/11 21:23:10.479, 146 MiB, 16303 MiB, 10 %, 44, 22.82 W
2026/05/11 21:23:15.480, 146 MiB, 16303 MiB, 48 %, 45, 27.53 W
2026/05/11 21:23:20.480, 146 MiB, 16303 MiB, 32 %, 46, 27.86 W
2026/05/11 21:23:25.480, 146 MiB, 16303 MiB, 14 %, 45, 21.93 W
2026/05/11 21:23:30.481, 146 MiB, 16303 MiB, 19 %, 45, 24.80 W
2026/05/11 21:23:35.484, 146 MiB, 16303 MiB, 28 %, 46, 27.97 W
2026/05/11 21:23:40.484, 146 MiB, 16303 MiB, 11 %, 46, 23.58 W
2026/05/11 21:23:45.485, 146 MiB, 16303 MiB, 23 %, 46, 25.74 W
2026/05/11 21:23:50.486, 146 MiB, 16303 MiB, 10 %, 46, 19.34 W
2026/05/11 21:23:55.487, 146 MiB, 16303 MiB, 10 %, 46, 10.62 W
2026/05/11 21:24:00.487, 146 MiB, 16303 MiB, 10 %, 46, 23.36 W
2026/05/11 21:24:05.488, 146 MiB, 16303 MiB, 12 %, 46, 23.17 W
2026/05/11 21:24:10.489, 146 MiB, 16303 MiB, 0 %, 46, 6.56 W
2026/05/11 21:24:15.490, 146 MiB, 16303 MiB, 0 %, 46, 6.39 W
2026/05/11 21:24:20.490, 146 MiB, 16303 MiB, 0 %, 45, 6.37 W
2026/05/11 21:24:25.491, 146 MiB, 16303 MiB, 0 %, 45, 6.36 W
2026/05/11 21:24:30.492, 146 MiB, 16303 MiB, 0 %, 45, 6.46 W
2026/05/11 21:24:35.493, 146 MiB, 16303 MiB, 0 %, 45, 6.40 W
2026/05/11 21:24:40.494, 146 MiB, 16303 MiB, 0 %, 45, 6.41 W
2026/05/11 21:24:45.495, 146 MiB, 16303 MiB, 0 %, 44, 6.31 W
2026/05/11 21:24:50.495, 146 MiB, 16303 MiB, 0 %, 44, 6.31 W
2026/05/11 21:24:55.497, 146 MiB, 16303 MiB, 0 %, 44, 6.30 W
